Navn;Ticker;ISIN;Valuta;I dag %;I dag +/-;Siste;;Kjøp;Selg;Høy;Lav;Omsetning;1 uke %;1 måned %;3 måneder %;i år %;1 år %;3 år %;5 år %;10 år %;PE;PS;PB;EPS;Direkteavkastning %;Dividend Per Share;Belåningsgrad %;Kan shortes;Market Cap;Antall eiere;Report Description;General Meeting Date;Excluding Date;Dividend Date;Dividend Amount
SSAB AB ser. B;SSAB B;SE0000120669;SEK;−0,93;−0,41;43,81;44,22;43,81;43,81;44,3;43,48;128385140,23;1,37;−12,22;−14,37;−0,23;−43,78;−3,95;41,28;47,76;5,56;0,41;0,67;7,92;11,36;5;80;Ja;43962920358;17013;29.1.2025 (Kvartalsrapport (4. kvartal));29.4.2025;;; 
JLT Mobile Computers AB;JLT;SE0000725624;SEK;−1,68;−0,04;2,34;2,38;2,32;2,4;2,4;2,34;5372,54;−1,68;−15,22;−27,33;−1,68;−44,29;−67,86;−67,41;27,17;21,82;0,51;1,25;0,11;0;0;10;Nei;68908800;230;12.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Dedicare AB ser. B;DEDI;SE0003909282;SEK;3,22;1,9;60,9;59;60,1;60,9;61,1;58,6;1280449,6;9,53;4,1;−8,83;7,6;−44,54;−11,48;42,62;139,76;8,75;0,32;1,87;6,94;10,71;6,5;40;Ja;582364898;1467;7.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Zenicor Medical Systems AB;ZENI;SE0006343984;SEK;;;0;1,77;1,67;1,78;0;0;0;−4,32;0;−7,33;;−44,69;−94,04;−88,2;−83,14;−9,32;0,64;0,52;−0,19;0;0;0;Nei;15970337;125;14.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Alpcot Holding AB ser. B;ALPCOT B;SE0016845655;SEK;−0,81;−0,005;0,61;0,615;0,6;0,62;0,63;0,6;26538,44;1,67;1,67;−7,58;1,67;−44,8;−83,38;;;−3,53;1,09;0,99;−0,17;0;0;0;Nei;97460014;461;21.2.2025 (Kvartalsrapport (4. kvartal));30.5.2025;;; 
Bambuser AB;BUSER;SE0009663834;SEK;16,09;0,097;0,7;0,603;0,7;0,7;0,7;0,595;381701,93;17,25;20,27;−25,53;17,85;−44,88;−95,69;−47,57;;−0,26;1,02;0,39;−2,29;0;0;0;Nei;129909762;1249;20.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Ortivus AB ser. A;ORTI A;SE0000188930;SEK;−10,71;−0,36;3;3,36;3;3;3,06;3;10984,14;−14,29;5,63;−7,98;;−44,95;−42,31;−22,08;−20,71;−7,65;1,73;7,83;−0,4;0;0;0;Nei;66496299;133;14.2.2025 (Kvartalsrapport (4. kvartal));8.5.2025;;; 
ALM Equity AB;ALM;SE0018741985;SEK;0;0;154;154;152;155;155;149;203014;−2,53;−6,1;−23;−1,28;−45;−84,1;−48,92;36,81;2,78;1,08;0,89;54,69;3,5;5,32;30;Nei;3986050130;131;20.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Tobii AB;TOBII;SE0002591420;SEK;9,25;0,198;2,338;2,14;2,338;2,338;2,39;2,196;6905244,36;34,99;30,47;3,27;9,35;−45;−91,16;−83,56;;−2,56;0,63;0,94;−0,87;0;0;50;Nei;533708219;2434;4.2.2025 (Kvartalsrapport (4. kvartal));9.5.2025;;; 
Dignitana AB;DIGN;SE0002108001;SEK;−0,85;−0,01;1,17;1,18;1,17;1,17;1,33;1,11;98549,6;26,49;11,43;34,48;22,51;−45,07;−86,64;−86,14;−73,44;−4,46;1,16;13,98;−0,28;0;0;0;Nei;92623175;293;20.2.2025 (Kvartalsrapport (4. kvartal));22.5.2025;;; 
Kvix;KVIX;SE0016610083;SEK;12,68;0,09;0,8;0,71;0,62;0,77;0,8;0,615;136,61;−8,05;16,79;95,12;14,29;−45,21;−88,06;;;−0,75;9,38;5,8;−0,82;0;0;0;Nei;13969286;130;21.2.2025 (Kvartalsrapport (4. kvartal));28.5.2025;;; 
Eolus Vind AB ser. B;EOLU B;SE0007075056;SEK;−3,01;−1,55;49,95;51,5;49,95;49,95;51,5;49,6;909480,93;6,62;7,54;−1,87;4,06;−45,53;−59,62;−53,75;65,4;−13,97;4,52;0,79;−3,6;4,47;2,25;40;Nei;1247840700;3660;13.2.2025 (Kvartalsrapport (4. kvartal));15.5.2025;;; 
BICO Group AB;BICO;SE0013647385;SEK;0,24;0,08;32,82;32,74;32,82;32,82;33,36;32,52;1802661,04;0,98;2,12;−22,96;2,5;−45,57;−88,19;−61,27;;−1,87;1,07;0,48;−17,69;0;0;20;Nei;2351555501;2565;19.2.2025 (Kvartalsrapport (4. kvartal));8.5.2025;;; 
NGS Group AB;NGS;SE0009947708;SEK;−0,31;−0,01;3,2;3,21;3,2;3,2;3,21;3,07;2766,34;5,26;4,58;−0,62;2,56;−45,83;−85,09;−81,35;;−0,87;0,21;0,68;−3,69;0;0;0;Nei;79649354;178;26.2.2025 (Kvartalsrapport (4. kvartal));24.4.2025;;; 
Physitrack PLC;PTRK;GB00BK80TJ35;SEK;0,7;0,06;8,58;8,52;8,32;8,46;8,82;8,3;503836,06;−0,23;−2,5;−30,53;−1,38;−46,04;−85,26;;;4,24;0,76;0,48;1,98;0;0;10;Nei;139517364;362;28.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Coegin Pharma;COEGIN;SE0020357754;SEK;1,76;0,07;4,05;3,98;3,91;4,05;4,38;3,77;333525,82;3,85;0,75;−3,57;5,19;−46,11;−91,4;−65,24;;−2,62;−36,27;15,26;−1,58;0;0;0;Nei;102992867;1506;27.2.2025 (Kvartalsrapport (4. kvartal));22.5.2025;;; 
Nattaro Labs AB;NATTA;SE0016844534;SEK;30,34;0,088;0,378;0,29;0,228;0,374;0,388;0,292;6283,11;57,5;4,42;70,27;30,34;−46,38;−94,27;;;−1,02;1,84;0,63;−0,29;0;0;0;Nei;8893918;169;26.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Nicoccino Holding AB;NICO;SE0005506185;SEK;0,67;0,01;1,5;1,49;1,14;1,49;1,5;1,49;20983;36,36;16,28;−27,18;11,94;−46,43;−90,19;−86,99;−98,25;−5,17;40,59;1,87;−0,29;0;0;0;Nei;46269252;359;20.2.2025 (Kvartalsrapport (4. kvartal));;;; 
TagMaster AB ser. B;TAGM B;SE0015950399;SEK;−2,32;−0,3;12,65;12,95;12,45;12,95;13,25;12,4;35322,8;4,12;5,42;−21,18;−4,53;−46,62;−49,2;−38,59;−17,43;−76,18;0,46;0,73;−0,17;0;0;10;Nei;189685462;482;5.2.2025 (Kvartalsrapport (4. kvartal));24.4.2025;;; 
Vidhance AB;VIDH;SE0021309937;SEK;1,27;0,08;6,38;6,3;6,04;6,14;6,38;6;33509;−11,39;−8,86;−16,05;1,27;−47,01;−94,92;−71;;−1,17;0,76;0,34;−5,15;0;0;0;Nei;27472692;438;26.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Lyckegård Group AB;LYGRD;SE0017160575;SEK;0;0;1,02;1,02;0,98;1,03;1,03;1,02;208,06;−6,42;−2,86;−11,3;−1,92;−47,07;;;;−0,7;0,34;1,05;−1,47;0;0;0;Nei;59804462;310;25.3.2025 (Kvartalsrapport (4. kvartal));;;; 
Lipidor AB;LIPI;SE0012558617;SEK;0,41;0,001;0,243;0,242;0,243;0,243;0,258;0,239;3614822,47;29,26;88,37;78,68;14,08;−47,28;−96,9;−98,8;;−2,86;2241,91;−22,29;−0,09;0;0;0;Nei;208231341;863;28.2.2025 (Kvartalsrapport (4. kvartal));3.6.2025;;; 
AlzeCure Pharma AB;ALZCUR;SE0010133785;SEK;7,84;0,105;1,445;1,34;1,445;1,445;1,545;1,155;115139,78;21,43;25,11;−23,34;25,65;−47,29;−71,04;−60,25;;−3,55;0;5,37;−0,41;0;0;0;Nei;127586564;584;27.2.2025 (Kvartalsrapport (4. kvartal));14.5.2025;;; 
Nilsson Special Vehicles AB;NILS;SE0007702949;SEK;−0,59;−0,02;3,36;3,38;3,1;3,36;3,6;3,08;9188,9;1,82;20,86;−22,58;3,7;−47,5;−59,52;−41,57;;−3,58;0,06;2,04;−0,92;0;0;0;Nei;15393719;100;26.2.2025 (Kvartalsrapport (4. kvartal));6.5.2025;;; 
Simris Group AB ser. B;SIMRIS B;SE0008091664;SEK;17,41;0,018;0,118;0,101;0,118;0,123;0,16;0,101;424504,75;37,21;52,85;−5,6;54,86;−47,56;−75,83;−95,15;;0,06;9,6;1,71;2,21;0;0;0;Nei;43334786;980;26.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Aerowash AB ser. B;AERW B;SE0009346299;SEK;0;0;4,65;4,65;4,65;4,77;4,88;4,65;121019,1;22,69;30,99;−27,8;8,64;−47,64;−65,3;−77,8;;−18,37;1,03;2,82;−0,26;0;0;0;Nei;61926807;188;28.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Sivers Semiconductors AB;SIVE;SE0003917798;SEK;0;0;3,144;3,144;3,144;3,144;3,15;3,052;1763756,6;−9,66;28,96;−27,32;−0,69;−47,9;−83,79;−59,9;−54,21;−4,42;3,03;0,61;−0,7;0;0;10;Nei;741458004;1901;7.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Profoto Holding AB;PRFO;SE0015962147;SEK;−4,27;−1,8;40,4;42,2;40,4;40,4;42,3;40,4;220887,6;3,59;−1,22;−25,46;−8,18;−48,21;−61,45;;;14,19;2,3;4,27;2,98;8,87;3,75;50;Nei;1692000000;214;12.2.2025 (Kvartalsrapport (4. kvartal));9.5.2025;;; 
Wästbygg Gruppen AB ser. B;WBGR B;SE0014453874;SEK;1,7;0,4;23,9;23,5;23,9;23,9;24;23,3;69235,4;−5,91;−16,14;−33,05;−0,42;−48,49;−77,41;;;−2,01;0,17;0,58;−11,62;0;0;50;Nei;753525844;704;6.2.2025 (Kvartalsrapport (4. kvartal));6.5.2025;;; 
USWE Sports AB;USWE;SE0015949771;SEK;1,1;0,1;9,2;9,1;9;9,2;9,3;9,05;5503,9;3,95;−0,54;34,31;1,66;−48,51;−84,36;;;−4,3;0,58;1,15;−2,14;0;0;0;Nei;65656058;141;30.1.2025 (Kvartalsrapport (3. kvartal));;;; 
Consensus Asset Management AB ser. B;CAM B;SE0015191739;SEK;0,62;0,06;9,7;9,64;9,54;9,7;9,7;9,18;117160,02;−4,9;−14,91;−18,83;−0,41;−48,68;−85,84;−30,71;−17,8;40,42;1,09;1,94;0,24;0;0;0;Nei;73929549;273;21.2.2025 (Kvartalsrapport (4. kvartal));;;; 
QleanAir AB;QAIR;SE0013382066;SEK;5,23;0,85;17,1;16,25;17,1;17,1;17,1;16,4;257083,85;3,32;2,7;−28,45;5,56;−48,73;−74,01;−57,04;;29,91;0,54;1,18;0,57;3,52;0,6;20;Nei;253349360;394;7.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Svenska Aerogel Holding AB;AERO;SE0023440557;SEK;0,72;0,05;7;6,95;7;7;8,2;6,95;196272,85;8,53;−30,69;−32,69;6,87;−48,94;−83,84;−97,65;;−2,11;27,98;2,83;−3,53;0;0;0;Nei;70780409;1347;19.2.2025 (Kvartalsrapport (4. kvartal));27.5.2025;;; 
Ferroamp AB;FERRO;SE0012229920;SEK;0;0;4,26;4,26;4,105;4,265;4,265;4,065;71111,54;4,8;14,52;−31,07;3,02;−48,98;−92,64;−88,36;;−0,66;1,32;0,94;−6,21;0;0;10;Nei;239120188;1053;13.2.2025 (Kvartalsrapport (4. kvartal));14.5.2025;;; 
SolidX AB;SOLIDX;SE0016797971;SEK;−0,82;−0,02;2,42;2,44;2,22;2,42;2,42;2,42;4840;10;4,31;−25,99;5,22;−49,37;−42,24;;;−44,65;0,6;2,22;−0,05;0;0;0;Nei;87000198;261;18.3.2025 (Kvartalsrapport (3. kvartal));;;; 
ADDvise Group AB A;ADDV A;SE0001306119;SEK;−1,1;−0,1;9;9,1;8,76;8,98;9;9;15003;−18,55;−14,29;−23,08;−6,64;−49,86;−10,89;765,38;367,68;16,4;1,1;2,92;0,55;0;0;20;Nei;762684523;121;20.2.2025 (Kvartalsrapport (4. kvartal));6.5.2025;;; 
PixelFox;PIXEL;SE0013409273;SEK;0;0;0,42;0,42;0,41;0,45;0,42;0,42;9837,66;−0,24;8,25;−12,5;2,19;−50,59;−98,32;;;2,03;0,32;1,63;0,21;0;0;0;Nei;14503783;67;25.2.2025 (Kvartalsrapport (4. kvartal));16.6.2025;;; 
Sound Dimension AB;SOUND;SE0016589063;SEK;8,7;0,004;0,05;0,046;0,04;0,059;0,06;0,04;52857,72;28,21;26,58;−10,71;25;−50,98;−97,91;;;0,31;6,9;1,74;0,13;0;0;0;Nei;4425247;151;20.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Bawat Water Technologies AB;BAWAT;SE0017487424;SEK;25;0,18;0,9;0,72;0,9;0,99;0,9;0,85;22939,45;50;0;−46,75;31,39;−51,87;;;;−2,77;3,35;−8,18;−0,32;0;0;0;Nei;65647647;555;26.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Starbreeze AB ser. B;STAR B;SE0005992831;SEK;−0,09;0;0,22;0,22;0,22;0,22;0,224;0,215;723693,62;12,92;22,33;−15,76;5,06;−52,34;−72,86;−79,25;−95,06;−1,83;1,55;0,36;−0,12;0;0;10;Nei;324513311;3151;18.2.2025 (Kvartalsrapport (4. kvartal));15.5.2025;;; 
Mentice AB;MNTC;SE0012673291;SEK;−0,81;−0,2;24,5;24,7;24,2;24,9;24,9;24;112964,5;0,82;−3,92;−9,93;−3,92;−52,52;−75,15;−66,35;;−26,7;2,26;3,91;−0,91;0;0;0;Nei;623879940;209;13.2.2025 (Kvartalsrapport (4. kvartal));22.5.2025;;; 
BeammWave AB ser. B;BEAMMW B;SE0016799068;SEK;1,41;0,07;5,05;4,98;5,05;5,1;5,1;4,9;558728,57;−8,18;29,49;−8,18;−1,94;−52,77;;;;−6,84;144,24;3,02;−0,73;0;0;0;Nei;154336540;421;14.2.2025 (Kvartalsrapport (4. kvartal));14.5.2025;;; 
Scout Gaming Group AB;SCOUT;SE0010521153;SEK;−3,2;−0,007;0,212;0,219;0,212;0,212;0,22;0,2;260406,64;−17,83;−24,82;−13,47;6;−52,78;−94,11;−92,7;;−3,13;1,35;1,51;−0,07;0;0;0;Nei;49544103;223;28.2.2025 (Kvartalsrapport (4. kvartal));;;; 
ES Energy Save Holding AB ser. B;ESGR B;SE0014428447;SEK;0,72;0,15;20,9;20,75;20,85;21,35;21,15;20,5;105306,05;4,24;−6,7;−31,36;2,45;−52,82;;;;−6,63;0,57;0,71;−3,1;0;0;20;Nei;136992149;435;21.2.2025 (Kvartalsrapport (3. kvartal));;;; 
Renewable Ventures Nordic AB;RVN;SE0017768658;SEK;0;0;3,26;3,26;3,3;3,66;3,68;3,26;12848,58;1,88;−16,41;−12,37;−6,86;−53,09;;;;−3,5;0;0,58;−1,05;0;0;0;Nei;23260055;316;18.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Prolight Diagnostics;PRLD;SE0003618230;SEK;−4,23;−0,006;0,136;0,142;0,136;0,141;0,142;0,134;232649,46;5,43;−2,16;−16,05;1,49;−53,1;−90,88;−95,91;;−3,2;0;0,41;−0,04;0;0;0;Nei;96186258;742;21.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Hedera Group AB;HEGR;SE0007815113;SEK;0;0;3,7;3,7;3,6;3,7;3,7;3,7;4373,4;30,28;29,37;5,71;0,54;−53,28;−47,69;−43,86;;−6,73;0,09;0,52;−0,55;0;0;0;Nei;55133208;371;11.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Africa Resources;AFRI;SE0009496482;SEK;11,11;0,042;0,42;0,378;0,36;0,446;0,44;0,4;9130;−3,23;−7,49;−34,38;12,3;−53,33;−84,5;−89,76;;−23,53;2,02;0,72;−0,02;0;0;0;Nei;4621047;326;24.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Nischer Properties;NIS;SE0000308298;SEK;18,88;0,044;0,277;0,233;0,249;0,253;0,277;0,25;6277,7;−0,72;24,22;20,96;19,91;−53,68;−97,02;−84,7;;−0,79;1,35;0,17;−0,35;0;0;0;Nei;20818106;194;28.2.2025 (Kvartalsrapport (4. kvartal));27.5.2025;;; 
Double Bond Pharmaceutical Int. AB ser. B;DBP B;SE0007185525;SEK;−5,43;−0,021;0,366;0,387;0,36;0,376;0,4;0,33;48956,37;−7,11;−18,3;−2,66;−2,92;−53,79;−61,43;−89,33;;−2,17;33,48;6,99;−0,16;0;0;0;Nei;37492038;269;27.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Abelco Investment Group;ABIG;SE0003617075;SEK;0;0;0,012;0,012;0,011;0,012;0,012;0,011;14714,14;9,09;33,33;0;20;−53,85;−89,7;−85,12;;−0,42;20,39;0,49;−0,03;0;0;0;Nei;27526083;559;27.2.2025 (Kvartalsrapport (4. kvartal));;;; 
AB Igrene;ABI;SE0006091476;SEK;7,2;0,018;0,268;0,25;0,268;0,268;0,275;0,252;23158,74;7,63;−9,15;−22,77;11,67;−53,95;−77,67;−85,89;−96,73;−5,43;106,08;1,45;−0,05;0;0;0;Nei;27581977;453;24.1.2025 (Kvartalsrapport (1. kvartal));27.1.2025;;; 
AB Fastator;FASTAT;SE0015407382;SEK;−0,47;−0,006;1,274;1,28;1,274;1,274;1,35;1,204;186189,12;12,94;13,35;−17,27;0,79;−54,09;−94,6;−92,47;;−0,11;0,27;0,13;−12,11;0;0;20;Nei;97917936;715;14.2.2025 (Kvartalsrapport (4. kvartal));16.5.2025;;; 
Gosol Energy Group AB;GOSOL;SE0020845071;SEK;4,29;0,039;0,949;0,91;0,932;0,949;0,95;0,911;90056,31;0;−11,31;−6,96;−2,77;−54,15;;;;10,56;0,4;2,33;0,09;12,63;0,12;0;Nei;79808583;413;28.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Better Collective A/S;BETCO;DK0060952240;SEK;−0,68;−0,8;116,8;117,6;116,8;116,8;121;116,6;8617259,9;6,38;−5,19;−47,39;4,85;−54,99;−40,71;45,45;;25,34;1,9;1,57;4,75;0;0;60;Ja;7493503288;1044;19.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Crown Energy;CRWN;SE0004210854;SEK;0;0;0,535;0,535;0,498;0,535;0,535;0,535;535;−8,55;−8,55;−23,02;−0,93;−55,04;−78,07;−61,79;−90,7;−3,15;6,7;0,34;−0,17;0;0;0;Nei;255363712;226;26.2.2025 (Kvartalsrapport (4. kvartal));;;; 
OurLiving AB;OURLIV;SE0009606593;SEK;2,56;0,006;0,24;0,234;0,24;0,24;0,24;0,204;1988,87;5,26;26,32;−15,49;−1,64;−55,14;−82,98;−69,77;;−0,78;1,92;4,39;−0,26;0;0;0;Nei;20969113;186;13.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Enzymatica AB;ENZY;SE0003943620;SEK;−1,83;−0,03;1,61;1,64;1,58;1,61;1,66;1,53;129757,16;−1,23;−7,47;−18,27;1,9;−55,25;−80,07;−55,52;−84,43;−7,36;9,11;5,26;−0,23;0;0;20;Nei;383521471;749;18.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Starbreeze AB ser. A;STAR A;SE0007158928;SEK;−7,85;−0,019;0,223;0,242;0,223;0,223;0,24;0,22;34705,78;11,5;1,36;−21,75;8,25;−55,31;−77,92;−83,12;;−1,98;1,68;0,39;−0,12;0;0;0;Nei;324513311;727;18.2.2025 (Kvartalsrapport (4. kvartal));15.5.2025;;; 
Gigasun AB;GIGA;SE0016101521;SEK;7,94;0,2;2,72;2,52;2,7;2,72;2,72;2,58;69289,99;22,52;−3,89;−26,29;4,62;−55,34;−94,29;;;3,79;0,82;0,27;0,71;0;0;0;Nei;151572646;1296;19.2.2025 (Kvartalsrapport (4. kvartal));;;; 
ChargePanel AB;CHARGE;SE0017083835;SEK;−2,05;−0,03;1,43;1,46;1,41;1,47;1,47;1,43;40268,89;0,7;3,62;−15,38;−3,38;−55,37;−87,57;;;−3,43;3,51;17,55;−0,42;0;0;0;Nei;44048522;413;25.2.2025 (Kvartalsrapport (4. kvartal));27.5.2025;;; 
Genovis AB;GENO;SE0002485979;SEK;−3,07;−0,75;23,65;24,4;23,65;23,65;24,65;23,55;984336,75;−3,67;−5,78;−10,75;−4,25;−55,63;−67,6;−9,73;1472,64;57,62;12,21;8,3;0,42;0;0;40;Nei;1597363422;1515;14.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Cantargia AB;CANTA;SE0006371126;SEK;−1,29;−0,022;1,682;1,704;1,682;1,682;1,71;1,678;765954,28;−1,92;−7,93;−45,92;−0,47;−55,7;−89,16;−90,04;;−2,13;0;2,48;−0,79;0;0;10;Nei;418413415;1437;21.2.2025 (Kvartalsrapport (4. kvartal));15.5.2025;;; 
Mahvie Minerals;MAHVIE;SE0018768210;SEK;−6,53;−0,013;0,186;0,199;0,186;0,193;0,195;0,184;9920,68;−6,53;−11;−1,59;−4,62;−55,82;;;;−2,19;0;0,31;−0,09;0;0;0;Nei;9229431;1369;18.2.2025 (Kvartalsrapport (4. kvartal));;;; 
eEducation Albert AB;ALBERT;SE0016797989;SEK;3,75;0,1;2,77;2,67;2,66;2,9;2,93;2,64;79005,91;1,09;−22,41;−27,11;1,09;−55,89;−93,59;;;−0,71;0,38;0,33;−3,85;0;0;0;Nei;68601943;99;28.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Viaplay Group AB ser. B;VPLAY B;SE0012116390;SEK;−1,54;−0,011;0,679;0,69;0,679;0,679;0,695;0,671;8425645,61;4,85;−2,89;−6,96;0,21;−56,05;−99,52;−99,3;;−1,49;0,17;−2,87;−0,46;0;0;0;Nei;3126995255;8364;20.2.2025 (Kvartalsrapport (4. kvartal));13.5.2025;;; 
Gaming Corps AB;GCOR;SE0014694691;SEK;−1,63;−0,01;0,604;0,614;0,57;0,606;0,604;0,564;10847,03;5,96;−4,13;−7,36;2,37;−56,07;−77,71;−86,5;;−2,26;2,27;44,18;−0,26;0;0;0;Nei;74221612;528;18.2.2025 (Kvartalsrapport (4. kvartal));30.6.2025;;; 
Northern CapSek Ventures;CAPS;SE0014452942;SEK;−6,51;−0,011;0,158;0,169;0,158;0,165;0,158;0,158;189,76;0;12,06;−23,78;0,64;−56,13;−95,32;;;5,95;74,67;0,45;0,03;0;0;0;Nei;20787410;144;21.2.2025 (Kvartalsrapport (4. kvartal));24.4.2025;;; 
SeaTwirl AB;STW;SE0009242175;SEK;−1,8;−0,15;8,2;8,35;8,2;8,4;8,4;8,1;76412,65;−1,8;−20,39;−32,23;−2,96;−56,15;−85,75;−94,44;;−2,43;969,32;0,33;−3,34;0;0;0;Nei;48765191;530;7.2.2025 (Kvartalsrapport (4. kvartal));13.5.2025;;; 
Integrum AB ser. B;INTEG B;SE0009807266;SEK;6,13;1,15;19,9;18,75;19,9;19,9;22,7;18,3;687900,15;6,7;−7,01;−24,62;8,74;−56,41;−72,36;99;;−22,59;3,58;2,42;−0,83;0;0;20;Nei;362720684;626;3.3.2025 (Kvartalsrapport (3. kvartal));;;; 
Anoto Group AB;ANOT;SE0010415281;SEK;−1,64;−0,002;0,12;0,122;0,119;0,12;0,123;0,118;52867,59;9,09;3;−49,08;−2,83;−56,77;−79,56;−91,86;−98,98;−4,07;3,7;0,63;−0,03;0;0;0;Nei;134488256;1405;21.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Intrum AB;INTRUM;SE0000936478;SEK;−2,77;−0,85;29,82;30,67;29,82;29,82;30,7;29,02;20691357,29;9,83;5,19;−36,92;8,83;−57,03;−87,22;−89,53;−87,24;−1,4;0,2;0,22;−21,52;0;0;40;Nei;3683274979;7907;30.1.2025 (Kvartalsrapport (4. kvartal));24.4.2025;;; 
Safe Lane Gaming B;SLG B;SE0020552297;SEK;3,45;0,06;1,8;1,74;1,8;1,88;1,915;1,725;3577,33;−2,7;−23,4;−8,63;4,05;−57,14;−98,52;−96,36;−99,2;−0,19;0,57;0,19;−8,98;0;0;0;Nei;14359925;410;19.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Biosergen AB;BIOSGN;SE0016013460;SEK;10,78;0,058;0,596;0,538;0,596;0,596;0,598;0,524;200689,35;4,2;−18,58;8,36;12,45;−57,62;−94,93;;;−10,47;0;64,24;−0,06;0;0;0;Nei;136197463;952;31.3.2025 (Kvartalsrapport (4. kvartal));;;; 
Dustin Group AB;DUST;SE0006625471;SEK;−2,82;−0,12;4,142;4,262;4,142;4,142;4,264;4,112;3265647,57;−6,46;−10,39;−49,76;−2,03;−57,69;−92,55;−89,28;;31,8;0,09;0,27;0,13;0;0;60;Ja;1916087436;1946;8.1.2025 (Kvartalsrapport (1. kvartal));11.12.2025;;; 
Hemply Balance Holding;HMPLY;SE0014402400;SEK;−8,82;−0,003;0,031;0,034;0,031;0,034;0,033;0,026;12987,23;−20,51;−29,55;−38;−20,51;−57,79;−99,91;;;0,51;3,06;13,14;0,06;0;0;0;Nei;4862635;142;25.2.2025 (Kvartalsrapport (4. kvartal));18.6.2025;;; 
Zoomability Int AB;ZOOM;SE0012740074;SEK;0,48;0,005;1,045;1,04;1,045;1,045;1,06;0,902;74212,76;−0,48;−11,44;−19,92;5,56;−57,86;−88,6;−67,34;;−1,92;3,95;3,04;−0,52;0;0;0;Nei;18860407;652;20.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Niutech Group;NIUTEC;SE0016609911;SEK;10,11;0,27;2,94;2,67;2,32;2,88;2,94;2,28;53179,04;−2;−22,83;−44,53;;−57,94;−84,85;;;−2,81;0,14;0,55;−0,89;0;0;0;Nei;56937606;219;20.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Qbrick;QBRICK;SE0015962105;SEK;−2,6;−0,004;0,15;0,154;0,139;0,15;0,154;0,137;10107,3;3,45;20;−18,92;−2,6;−57,98;−95,88;;;−1,03;0,44;0,36;−0,15;0;0;0;Nei;10830353;132;21.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Nord Insuretech Group;NORDIG;SE0013486255;SEK;8,33;0,038;0,494;0,456;0,4;0,494;0,494;0,43;4504,08;27,32;147;7,39;−25,15;−58,66;;;;−1,75;19,2;17,04;−0,25;0;0;0;Nei;104640790;779;28.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Inhalation Sciences Sweden AB;ISAB;SE0009983893;SEK;;;0;1,655;1,31;1,66;0;0;0;−3,78;−12,89;−38,7;−7,54;−59,03;−83,77;−73,62;;−7,52;1,64;1,94;−0,22;0;0;0;Nei;25102439;259;28.2.2025 (Kvartalsrapport (4. kvartal));16.5.2025;;; 
Time People Group;TPGR;SE0010442962;SEK;;;0;6,85;6,7;6,95;0;0;0;14,17;−14,38;−21,26;0;−59,23;−81,28;−76,22;;−6,01;0,25;2,06;−1,14;0;0;0;Nei;53087500;102;4.3.2025 (Kvartalsrapport (3. kvartal));;;; 
Nowonomics;NOWO;SE0015660840;SEK;;;0;3,86;3,64;3,86;0;0;0;28,67;18,4;−2,53;−5,85;−59,54;−90,73;;;−3,87;8,25;7,68;−1;0;0;0;Nei;95667437;102;17.2.2025 (Kvartalsrapport (4. kvartal));;;; 
Greater Than AB;GREAT;SE0005881554;SEK;6,04;1,6;28,1;26,5;26;28;28,1;27,1;68597,7;2,18;−2,43;−27,58;3,31;−60,2;−75,98;−65,31;315,92;−733,85;8,82;10,7;−0,04;0;0;0;Nei;370570034;91;19.2.2025 (Kvartalsrapport (4. kvartal));7.5.2025;;; 
Sociallite US AB;SOCIAL;SE0020824373;SEK;0;0;0,91;0,91;0,92;1,11;0,91;0,91;12,74;−5,21;−33,58;−34,53;0;−60,43;−99,24;−99,76;;−0,09;0,26;0,5;−10,14;0;0;0;Nei;4066604;593;20.2.2025 (Kvartalsrapport (4. kvartal));;;; 
